6.690000000000000391e-01,7.099999999999999367e-02,1.900000000000000022e-01,7.000000000000000666e-02
6.680000000000000382e-01,8.200000000000000344e-02,1.779999999999999916e-01,7.199999999999999456e-02
6.650000000000000355e-01,8.400000000000000522e-02,1.739999999999999880e-01,7.699999999999999900e-02
7.009999999999999565e-01,5.700000000000000205e-02,1.680000000000000104e-01,7.399999999999999634e-02
6.830000000000000515e-01,7.000000000000000666e-02,1.809999999999999942e-01,6.600000000000000311e-02
6.939999999999999503e-01,6.400000000000000133e-02,1.590000000000000024e-01,8.300000000000000433e-02
6.820000000000000506e-01,6.900000000000000577e-02,1.690000000000000113e-01,8.000000000000000167e-02
6.850000000000000533e-01,8.000000000000000167e-02,1.739999999999999880e-01,6.099999999999999867e-02
7.009999999999999565e-01,7.799999999999999989e-02,1.519999999999999962e-01,6.900000000000000577e-02
6.830000000000000515e-01,8.100000000000000255e-02,1.670000000000000095e-01,6.900000000000000577e-02
