0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.499999999999999510e-04
2.500000000000000052e-04,2.499999999999999510e-04,2.500000000000000052e-04,2.499999999999999510e-04
2.500000000000000594e-04,2.500000000000000052e-04,2.500000000000000052e-04,2.500000000000000052e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.499999999999999510e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.500000000000000052e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.499999999999999510e-04
2.500000000000000052e-04,2.499999999999999510e-04,2.500000000000000052e-04,2.499999999999999510e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.499999999999999510e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000052e-04,2.499999999999999510e-04
2.500000000000000594e-04,2.499999999999999510e-04,2.500000000000000594e-04,2.499999999999999510e-04
